video_id,comment_text,comment_date,comment_author,comment_id
0oYlOBun8UI,*** Mintha a kÃ©t fiamat lÃ¡tnÃ¡m... :-)ï»¿,2 months ago,bljteam,z131jf0x4myxctrof04celrrvonsspowzug0k
0oYlOBun8UI,this is the sweetest coke commercial :)ï»¿,2 months ago,Kyle Velasco,z133fzgasnruzzytl22ftpswrqzgf3whd04
0oYlOBun8UI,this one is my favouriteï»¿,2 months ago,Larisa GaÅ¡iÄ‡,z13dedmgpnmysbw4q04celdbsreaunazyg4
0oYlOBun8UI,kto z polskii !ï»¿,2 months ago,Joasia Marlena,z13rexvxxuveufap404cjl1qtp2wyrkie2g
0oYlOBun8UI,is the kid called ahmedï»¿,2 months ago,Nadi  Khaddaj,z13kejubalyqgn20l23kinoxhsbecpzi504
0oYlOBun8UI,i wish someone look at me like the way older brother looks at coca cola in the end....ï»¿,2 months ago,Armenian L,z12ccbvodkbiwzmq404chr4apz2dch0b0sw0k
0oYlOBun8UI,same lmaoï»¿,2 months ago,Bella Bella,z12ccbvodkbiwzmq404chr4apz2dch0b0sw0k.1469160096978901
0oYlOBun8UI,+Bella Bella _Ÿ˜€_Ÿ˜€ï»¿,2 months ago,Armenian L,z12ccbvodkbiwzmq404chr4apz2dch0b0sw0k.1469172862551427
0oYlOBun8UI,+Liza Mickaelian why notï»¿,1 month ago,WeinerFaggot,z12ccbvodkbiwzmq404chr4apz2dch0b0sw0k.1471729823659954
0oYlOBun8UI,Lol _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚ it took me a sec.ï»¿,1 month ago,Star Fleet 18,z12ccbvodkbiwzmq404chr4apz2dch0b0sw0k.1471833575910297
0oYlOBun8UI,lol why??_Ÿ˜Å_Ÿ˜Åï»¿,1 week ago,Giorgos Ziogas,z12ccbvodkbiwzmq404chr4apz2dch0b0sw0k.1474724444258014
0oYlOBun8UI,whats the Name of the Person who plays  the older brother ?:) He s so pretty _Ÿ˜ç_Ÿ˜ç_Ÿ˜çï»¿,2 months ago,Leo Wein,z130ibvrjqz2xxbr304cgtnxvrbhitd4d0g
0oYlOBun8UI,Antonio Hidalgo. _Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ”¥_Ÿ”¥ï»¿,2 months ago,Indigo Lily,z130ibvrjqz2xxbr304cgtnxvrbhitd4d0g.1468635596740585
0oYlOBun8UI,no body picks on my siblings except ME!!!!!!ï»¿,2 months ago,Ava A,z12wczdzsqaajn5nh23tsnlhywnqjhuhx04
0oYlOBun8UI,This ad is a story of my life. I miss those moments LOLï»¿,2 months ago,daniel chikaka,z12tiz3omvvkg5c5c04cf5moxkeat5d5ge4
0oYlOBun8UI,0:24ï»¿,2 months ago,Head Phones,z12zepboinusy1ruz23twraybsb2gty5o04
0oYlOBun8UI,What's this boy name?ï»¿,2 months ago,Kinia,z121crdpgvjldvx5504cfh554t2nur0gt0s
0oYlOBun8UI,antonio hidalgoï»¿,2 months ago,Marjana B,z121crdpgvjldvx5504cfh554t2nur0gt0s.1470427753908646
0oYlOBun8UI,OMG. I can't stop watching this :3 This is so cute <3333333ï»¿,2 months ago,Kinia,z12zfbjbopnltte5y04cfh554t2nur0gt0s
0oYlOBun8UI,"I love my older sister, even though she lives in the other side of the world.ï»¿",2 months ago,Carlos Prado,z12peztiypiasxmlk23ch3lbynjuulcza04
0oYlOBun8UI,I would marry the little one he is cute!ï»¿,2 months ago,Head Phones,z12qxpspymu2wjx2j23twraybsb2gty5o04
0oYlOBun8UI,#sotrueï»¿,2 months ago,Melone Man,z12vsdez1r3cf5tgt04ccr2oym2xcxmgxng0k
0oYlOBun8UI,najlepsza reklamaï»¿,2 months ago,Mikolaj Sierputowski,z13kt3zhvsvfv1lqr04cgdqw5mm5gfmryio
0oYlOBun8UI,I love it! <3ï»¿,2 months ago,Meg Q,z13kjtbaisflhzg3f23xd3eb4zfxg1xcy
0oYlOBun8UI,dwaj braciaï»¿,2 months ago,Mikolaj Sierputowski,z12ch31hcz2xtpoam04cgdqw5mm5gfmryio
0oYlOBun8UI,Cute :3ï»¿,2 months ago,Szczerbatek PL,z133srpj5pq0fz4oz04ciddxyuj3ihoyzes
0oYlOBun8UI,I love my brother more than thatï»¿,2 months ago,ZakPlayzGamez,z122cn4yqtu1edn2j224upyx3zumjnm0j
0oYlOBun8UI,Lovelyï»¿,2 months ago,TN Gaming,z12fxhpqjpqtcnbl222edl3aawemffyph04
0oYlOBun8UI,This made me have faith in humanityï»¿,2 months ago,Nightfox 130,z13liv1blveicv3fj223ct5yzpegirbvl
0oYlOBun8UI,my favorite addï»¿,2 months ago,Bob Tib,z124jxn4zob2z52rq04cdpfzqlqzu1vpa0w
0oYlOBun8UI,I want to have a brother _Ÿ˜“ï»¿,2 months ago,B&J's Alex,z13qvlfiiu3wh3pb104cfncomvy1ij1ppf0
0oYlOBun8UI,It's very touching!_Ÿ˜_ï»¿,2 months ago,Caty LPS Channel,z125jphainzxfdjb104cjphgbmrvhdeqens0k
0oYlOBun8UI,0:38 Would u really get scared of that?!ï»¿,2 months ago,ToxiC Tuber,z13fs10hjpvwuhkoy04ceh5psunrejo4z10
0oYlOBun8UI,I love  thisï»¿,2 months ago,Rushawna Thompson,z125ubpwftumghmzl04cilpj3krterwalro0k
0oYlOBun8UI,This is soo freaking cute but when ever a watch it I cry sometimes it is soo sweet _Ÿ˜¢_Ÿ˜¢_Ÿ˜ç_Ÿ˜ç_Ÿ˜˜_Ÿ˜˜_Ÿ˜˜ï»¿,2 months ago,Beauty with Tianna5,z12gwf5qrsasfxrp304cfpea4qeqzpzqit00k
0oYlOBun8UI,I am in love with this ad we used to fight and hang out at the same time with my younger brother  on the other hand he never let me beten by other kids. and it's happening too my kids now.ï»¿,2 months ago,Tirufat Worku,z13qyd1ibz2hydpvd23sdj3zponzzhqhl04
0oYlOBun8UI,THE SONG I ABSOLUTELY LOVE ITï»¿,2 months ago,Kiefer,z12cynlo5merhzaxi04chdwqpujfj10gntg0k
0oYlOBun8UI,+Coca-Cola This music have the full version?ï»¿,2 months ago,Freedamage,z13vcv1rslf4ezby104cezlqsyixcfzw5mg0k
0oYlOBun8UI,I Love My Brotherï»¿,2 months ago,PÃ¡sztor OlivÃ©r,z12ydz1xbkifcvqa204ch3uyqpnpstwwv5s
0oYlOBun8UI,One of my favourite coca cola commercials!ï»¿,2 months ago,Avaelore å¿ƒè¨€,z12bt3oh3xzmcvmn023mgnfpuuibxhr0u
0oYlOBun8UI,"this is such a good version of hey brother, coca- cola did goodï»¿",2 months ago,Cj Rodgers,z13hwhwzcmedgb1uk23shpfzioydvnclc
0oYlOBun8UI,Nice videoï»¿,2 months ago,yassin yussuf,z13putqbayyfybyzc04cfbgpqwz4tnnxacg
0oYlOBun8UI,I just have a question: did Coca-Cola have to buy license for the song used in this commercial?ï»¿,2 months ago,Arseniy Sergeyev,z12zz5pwqvahhllhr04cf3mjppu5w1uaprg0k
0oYlOBun8UI,they are  Antonio Hidalgo     @antoniohidg      and Victor Silvesterï»¿,2 months ago,lucia vienes,z12zz5pwqvahhllhr04cf3mjppu5w1uaprg0k.1468157113980037
0oYlOBun8UI,THE BEST!_Ÿ˜ç_Ÿ˜çâù_ï»¿,2 months ago,# vargazolcsii,z12uwlryakrmunexr04ch3f5coimv52avio
0oYlOBun8UI,"As an only child, this commercial gave me all the feels!ï»¿",2 months ago,hockeyqueen,z120enp4wxz5zf5nd23aupdp0ubgv3xja04
0oYlOBun8UI,they are  Antonio Hidalgo     @antoniohidg      and Victor Silvesterï»¿,2 months ago,lucia vienes,z120enp4wxz5zf5nd23aupdp0ubgv3xja04.1468157121824723
0oYlOBun8UI,faszfejï»¿,2 months ago,David Hajdu,z13khzzbxnayw34e322mgfvp0wjfuh2f2
0oYlOBun8UI,"Moral? We are the only ones who can pick on our younger siblings, no one else.ï»¿",2 months ago,Geckoboobman 22,z13cij1y5pz4djs2x22eixe5ewn2h5w1q
0oYlOBun8UI,and i meant to say boy not botyï»¿,2 months ago,SonicDasher AmiLove,z12cxpt5wln5gb0jt04cjh2rltechn5pom00k
0oYlOBun8UI,I love this commercial its so Awesome the boy that has the headphones looks like my friendï»¿,2 months ago,SonicDasher AmiLove,z13rhxsbhwiqdhygj04cjh2rltechn5pom00k
0oYlOBun8UI,they are  Antonio Hidalgo     @antoniohidg      and Victor Silvesterï»¿,2 months ago,lucia vienes,z13rhxsbhwiqdhygj04cjh2rltechn5pom00k.1468157140658814
0oYlOBun8UI,â™¥ de. Amorï»¿,2 months ago,Esmeralda Barros BrandÃ£o,z13pe555grmii1m5u04cipioulevtltab3w
0oYlOBun8UI,....ï»¿,2 months ago,Esmeralda Barros BrandÃ£o,z13bdbc5vrbchrt0i23pfpaoeqygidlsz
0oYlOBun8UI,.  muito tristeï»¿,2 months ago,Esmeralda Barros BrandÃ£o,z125jvc5hzbigfg5a04cipioulevtltab3w
0oYlOBun8UI,cuki ez a fiÃºï»¿,2 months ago,MercÃ©desz MiklÃ_ssy,z133d5jhwor0zn2a304chdzpgvafjxih4xw0k
0oYlOBun8UI,Sorry for headphones brother.ï»¿,2 months ago,Mario Lazic,z13nsdioikmwipr2v223gp5j2snpzlwgo04
0oYlOBun8UI,Great lets teach kids to hit each others bottles when they are drinking especially from glass.  Going to LMAO when coke gets suedï»¿,3 months ago,Adam Mscisz,z13ne3kyco2dg1dxx04cevpgyyndjrwr00w
0oYlOBun8UI,hey coke say hi to brazil this clip was amazingï»¿,3 months ago,raphael carvalho,z12pwvpifzymh3lk422rzrbpryjkvlecy
0oYlOBun8UI,The best advertisement.ï»¿,3 months ago,Luiz Henrique Giuliani,z12pzhiayxrhvhnzq04cc5doauuzttxaa0w
0oYlOBun8UI,I NEED this song !ï»¿,3 months ago,Pedro Henrique,z12rv3vxwo2aclwg304cfzohuojjz5ii154
0oYlOBun8UI,"This is our exclusive version of ""Hey Brother"" by Conrad Sewell. Hope you enjoyed it!ï»¿",3 months ago,Coca-Cola,z12rv3vxwo2aclwg304cfzohuojjz5ii154.1467843964998101
0oYlOBun8UI,+Coca-Cola can you please make a full versionï»¿,2 months ago,brataley fan 145,z12rv3vxwo2aclwg304cfzohuojjz5ii154.1467950630955846
0oYlOBun8UI,"that would be awesome , i love this videoï»¿",2 months ago,Kyle Bugo,z12rv3vxwo2aclwg304cfzohuojjz5ii154.1468197429412980
0oYlOBun8UI,+Coca-Cola please make it full version please I check this video every day this version is so awesome I know you like your supporters. And will listen themâ˜ºï¸èï»¿,2 months ago,Subhan Jamalli,z12rv3vxwo2aclwg304cfzohuojjz5ii154.1468269683372452
0oYlOBun8UI,hey brotherï»¿,2 months ago,MAIL xay,z12rv3vxwo2aclwg304cfzohuojjz5ii154.1468404999660822
0oYlOBun8UI,Hey brother by Avicii my fav DJ i have a drawing of his logo on my channelï»¿,2 months ago,Hina Zia,z12rv3vxwo2aclwg304cfzohuojjz5ii154.1468590813805806
0oYlOBun8UI,Space Camp Featuring Josh Jonesï»¿,2 months ago,poetul iradiant,z12rv3vxwo2aclwg304cfzohuojjz5ii154.1468911107972935
0oYlOBun8UI,pï»¿,2 months ago,galileu nelson,z12rv3vxwo2aclwg304cfzohuojjz5ii154.1470308000628498
0oYlOBun8UI,+Coca-Cola nice video but can you make a full versionï»¿,1 month ago,PRMJ Johnson,z12rv3vxwo2aclwg304cfzohuojjz5ii154.1472446859690160
0oYlOBun8UI,ia hey brotherï»¿,3 weeks ago,Flor11 Bb-11,z12rv3vxwo2aclwg304cfzohuojjz5ii154.1473468209535943
0oYlOBun8UI,full song pleaseï»¿,3 months ago,Dony Harta,z12ztj2wgyflhjyvp22ysxrqvpjwdlkxb04
0oYlOBun8UI,"Dony, this is our exclusive version of ""Hey Brother"" by Conrad Sewell. Hope you enjoyed it!ï»¿",3 months ago,Coca-Cola,z12ztj2wgyflhjyvp22ysxrqvpjwdlkxb04.1467844122386187
0oYlOBun8UI,+Coca-Cola yeah i knowï»¿,3 months ago,Dony Harta,z12ztj2wgyflhjyvp22ysxrqvpjwdlkxb04.1467857153470695
0oYlOBun8UI,"I couldn't care less about the song but what I do care about is the content of the video.  I raised four children,  three of whom are male and the one behavior I could NOT stand was the occasional bullying that went between them.  Bullying is never cute or acceptable behavior.  I got bullied by my older brother growing up and I certainly don't get nostalgic watching your commercial.  Coca-Cola. you should know better!  Do you watch the news or pay any attention to the bullying culture we're currently dealing with?  Shame on you!ï»¿",2 months ago,Suzan Delaquis,z12ztj2wgyflhjyvp22ysxrqvpjwdlkxb04.1467922387318218
0oYlOBun8UI,"Original Song was done by Avicii, 'Hey brother'  in 2012, Will Champlin Also recorded it. But I guess Conrad Sidwell has a better bigger Voice used in this Adï»¿",2 months ago,Tiharihondijo Dickens,z12ztj2wgyflhjyvp22ysxrqvpjwdlkxb04.1468087787339066
0oYlOBun8UI,+Suzan Delaquis you can chillï»¿,2 months ago,Saba Wassihun,z12ztj2wgyflhjyvp22ysxrqvpjwdlkxb04.1468288900926478
0oYlOBun8UI,+Coca-Cola azta kurva ez rohadt jÃ_ï»¿,2 months ago,Balint HUN04,z12ztj2wgyflhjyvp22ysxrqvpjwdlkxb04.1468616245693108
0oYlOBun8UI,+Balint HUN04  magyarok mindenhoooolï»¿,2 months ago,Twist 123,z12ztj2wgyflhjyvp22ysxrqvpjwdlkxb04.1468711409207732
0oYlOBun8UI,+Twist 123 jaaaaa xDï»¿,2 months ago,Balint HUN04,z12ztj2wgyflhjyvp22ysxrqvpjwdlkxb04.1468753534272926
0oYlOBun8UI,"wow really? If you think the brother in this video is ""bullying"" the other then you have a very twisted version of what you define as bullying. That's basic older brother + younger brother relationship. I'm a younger brother and by your definition my brother bullied the shit out of me. I'm perfectly fine and me and him are super close. Stop coddling your kids, if you think this behavior is unacceptable your kids are going to grow up as adult wimpsï»¿",2 months ago,Justin,z12ztj2wgyflhjyvp22ysxrqvpjwdlkxb04.1469213370928250
0oYlOBun8UI,az eghyik kedvenc reklÃ¡mom nagyon joï»¿,2 months ago,DÃ_ra DarÃ¡nyi,z12ztj2wgyflhjyvp22ysxrqvpjwdlkxb04.1469213437659914
0oYlOBun8UI,+Justin that's what I thought too.ï»¿,2 months ago,falun gong cult,z12ztj2wgyflhjyvp22ysxrqvpjwdlkxb04.1469688471669294
0oYlOBun8UI,Waaaaaaaaaa....someone call the waaaaambulance for you!!ï»¿,1 month ago,"Robert Hallett, D.C.",z12ztj2wgyflhjyvp22ysxrqvpjwdlkxb04.1473183891294726
0oYlOBun8UI,very nice. powerful indeed.ï»¿,3 months ago,Karan Bhatia,z133jlgxcnalwzt2l23zipljwovixfkoj04
0oYlOBun8UI,this add is superbï»¿,3 months ago,Dick head Lick my cock,z12ljhn4urv4wpy4504cermh4ufkd555jro0k
0oYlOBun8UI,I love itï»¿,3 months ago,Ymca Wca,z13byvcxiwigy1q1r23atddyxranxv1pi04
0oYlOBun8UI,What's the name of the big bro he so cuteï»¿,3 months ago,GueniÃ¨vre Sainvil,z13rj5ihaorvupjxm04cinmisznxidsotdc
0oYlOBun8UI,Est-ce des vrais frÃ¨res ? C'est dÃ©bile comment ils se ressemblentï»¿,3 months ago,Nicole Allard,z132sxaqwyzzcnkbt04cgrmjuyf0e5iosss0k
0oYlOBun8UI,C'est tout simplement une des plus belles publicitÃ©s ! Je la regarde10 fois par jourï»¿,3 months ago,Nicole Allard,z120jrihorerw11an04cgrmjuyf0e5iosss0k
0oYlOBun8UI,Naj se naredja vec kot znajo najboljse videjo imate vi coca-colaï»¿,3 months ago,AANDRAZ1515 AANDRAZ1515,z12oebvaozufht4wh04chncbntfwwdfh22k
0oYlOBun8UI,I feel bad for the little oneï»¿,3 months ago,jerri Martin,z12py5c4qveqwh2n423vc5syyyiwfp2zs04
0oYlOBun8UI,KirÃ¡ly lett!ï»¿,3 months ago,Easy ãƒ„,z13sjv4jkkmrf5i5x04cgjmrbzeqxxfidi4
0oYlOBun8UI,whats the actors nameï»¿,3 months ago,Brianna Bouchard,z12xytaogzjotf1ss23qy3uaqnmojduvw
0oYlOBun8UI,Who was the artist that covered this song?ï»¿,3 months ago,Capacity,z123gbmauxvtgbphj04cfbdxfumcfzjqeo40k
0oYlOBun8UI,this version of the song is way better than the original. do you agree?ï»¿,3 months ago,Steven Zhuang,z12jt32yzwrpflkqc04ce5y4skyrzjkblmw0k
0oYlOBun8UI,What's the Name of the song?ï»¿,3 months ago,Gab501,z13ozhmwrkq3s1xsv22nwvtgrqzutn2ii04
0oYlOBun8UI,Hey Brotherï»¿,3 months ago,96GARRIX,z13ozhmwrkq3s1xsv22nwvtgrqzutn2ii04.1467772394191807
0oYlOBun8UI,+96GARRIX But what version?ï»¿,3 months ago,Gab501,z13ozhmwrkq3s1xsv22nwvtgrqzutn2ii04.1467799110835260
0oYlOBun8UI,Hey Brother I Chased Off Some Bullies So You Owe Me A Cokeï»¿,3 months ago,Dishonest Loki,z12cfn1ygnaqzrooo04ch3qyfyyixdfyzow0k
0oYlOBun8UI,Best commercial yetï»¿,3 months ago,Auston andrushko,z124drbg4xjbet12t23ux1nqqpjag3ugr04
0oYlOBun8UI,cute video_Ÿ˜„_Ÿ˜ƒï»¿,3 months ago,MolnÃ¡r Orsi,z13zizqrqs3fzvdtz23kxrzyon2eu11ut
0oYlOBun8UI,I like when the big bro gives the coke to his little bro and then spills it on himï»¿,3 months ago,Natalee Jones,z12egtbbaojryv1kf22nidsz5yrrh3ujy04
0oYlOBun8UI,this is so cuteï»¿,3 months ago,Natalee Jones,z131vtu5eye0grw1h22nidsz5yrrh3ujy04
0oYlOBun8UI,"De but,ï»¿",3 months ago,Cristian Rubiano,z13oszf4tkznwjyrc04cepwzalqhinqaznw0k
0oYlOBun8UI,De butï»¿,3 months ago,Cristian Rubiano,z12dwbfb2pufu1ekl22pjbtohnfoxlrwz04
0oYlOBun8UI,awesomeï»¿,3 months ago,Shovan Ghose,z12qc1ag3x2cendj104cdhlyinnjv3i4unk0k
0oYlOBun8UI,For once a decent commercial about something.ï»¿,3 months ago,Geoff Shaw,z13gy3a4fluswvwx504cifabazqvwlzg50c
0oYlOBun8UI,ohhh coolï»¿,3 months ago,TamÃ¡s GÃ¡spÃ¡r,z12jwxkginbigh220220dzswvu2ohnlad04
0oYlOBun8UI,saw this on tv and thought it was the cutest thing ever awï»¿,3 months ago,Maheen R,z12hw1ezdkaei3swa04citchhlu3ed5r0to0k
0oYlOBun8UI,_Ÿ˜… reminds me of me an my younger sister _Ÿ˜_ï»¿,3 months ago,Oscar TheGrouch,z12be3cquxuru5khl04ch3nrgwjnjrt41k00k
0oYlOBun8UI,the bro is hotï»¿,3 months ago,common gal,z123jd5bkomoujutz23vc5xb3tm0xrvbb04
0oYlOBun8UI,Â¿comÃ_ se llama la canciÃ_n? podrÃ_an decirme por favor _Ÿ˜_ï»¿,3 months ago,Paola Castillo,z13fhrpb1rf1iftin04cgf2r1unkjxfoqt40k
0oYlOBun8UI,I'm the big brother in my family and that's my job to protect my little brother.ï»¿,3 months ago,Gab501,z12yfvrzbpultbwci22nwvtgrqzutn2ii04
0oYlOBun8UI,nagyon jo en majdnem elsirtam magamï»¿,3 months ago,Toth Anna,z13ci5nwstfzwvo4104cd54qgny0udmocpo0k
0oYlOBun8UI,Very cool reklam!ï»¿,3 months ago,iMiniMax,z13gtlv50mbofjy2i23xthpxgnfkjfjio04
0oYlOBun8UI,What Is The older brother name?ï»¿,3 months ago,â€«ÙƒØ§Ø±ÙˆÙ„Ù_Ù†Ø§ QEAâ€¬â€_,z12sth5qunnssrwog04cezbrxsj2xncr5gs
0oYlOBun8UI,El chico que le quita la coca-cola de repente tiene collar xdï»¿,3 months ago,Oscar XD,z130gvxz5nqpcvfnn23vi1woiuvgstn3b
0oYlOBun8UI,Mi anuncio favorito :Dï»¿,3 months ago,Oscar XD,z134dzbxqnuryfaz304cjhsbmlvfhn3aggw
0oYlOBun8UI,me; i am cryingï»¿,3 months ago,R. Pravighnu,z12ufdxjuz3eznxzt04cfxlgklecf1fokj4
0oYlOBun8UI,Nikolas?? Great!ï»¿,3 months ago,GÃ¡bor SÃ¡rosi,z12cezj5jomdxpwvl23tf5rzgoqfd1a2r
0oYlOBun8UI,I miss my big brother...ï»¿,3 months ago,boby thi,z13wzbrwtkjpjdjps04chdq5arm3zrtppq40k
0oYlOBun8UI,i like it so muchï»¿,3 months ago,sisi M,z12wvzcwrnmyvvy2522jtf0bwza0ejw2r
0oYlOBun8UI,"Conor Maynard did this song so well,why he didn't put the cover on youtube?_Ÿ˜Åï»¿",3 months ago,Jovana Markovic,z12libprauaqwx5zi04cfbkgunexfdezjqo0k
0oYlOBun8UI,Pure genius.  Love this ad.  No dialogue needed.  Very relatable content.  Both the cutting on the action and the framing is spectacular.  Very big fan of this.ï»¿,3 months ago,factrzero,z12oxfubyyyddxexh04cjxpjqqjpelkykg4
0oYlOBun8UI,Varianta asta a piesei nu se gaseste nicaieri de cumparat... Nici pe Muzica Play si nici pe ITunes... :(ï»¿,3 months ago,Andrei091989,z12dvt2xeruugtmt5235cpjbtoqnw3drs04
0oYlOBun8UI,what's the name of big brotherï»¿,3 months ago,Jovana Paunovic,z12izzyisr3ncj3n022hstqzhtmhdzvbl04
0oYlOBun8UI,Release this song immediately Coke. Immediatelyï»¿,3 months ago,Riley Newton,z12wshhawonfw1rny23oxvnznoiqhrych
0oYlOBun8UI,That is an amazing commercialï»¿,3 months ago,Quinton Russell,z13nvzvhlkzgd3gae04cfbkhxmufiltwqoc0k
0oYlOBun8UI,Who else watched this more than once?ï»¿,3 months ago,Umeezal,z13ggtmymyrxuf3hy04cidbaprfpgbnpnb0
0oYlOBun8UI,Is it just me or does the older brother remind you of Cameron Dallas??ï»¿,3 months ago,Dove G,z12ox1iy5qjayrjrc04ccp3jhkvcz5ogd5o
0oYlOBun8UI,0:54 IS THE BEST PART LOLOLOLOLOLOLOLOLï»¿,3 months ago,The Minecraft Kids,z122y5spcsa2dluoe04cjngbwmjtwtzgv2k
0oYlOBun8UI,them feels _Ÿ_•ï»¿,3 months ago,Drupad Madhavan,z12ushp5kmjmcxr3f220xvzgkmrixjszm04
0oYlOBun8UI,I'm so glad to be a big brother after watching thisï»¿,3 months ago,JmX TBelt890,z13pupnxdoemzzin3231sj5wvkvxy32i504
0oYlOBun8UI,"The bond between brothers is one of the strongest bonds there is. This commercial made me think of my little bro, whoever wrote this commercial definitely understands that bondï»¿",3 months ago,Rebel Scum,z13tifxocn3lhnpbq04cdtnzewuqjf5h1o40k
0oYlOBun8UI,que fofoï»¿,3 months ago,Anterlandia Arrais,z13ud1hy0wyjsdvsj23qsnpqmzi5zftog04
0oYlOBun8UI,K like does anyone know who the guy is who is acting as the older brother? he's hella cute!ï»¿,3 months ago,Shelby Wurzer,z13fvb5odnuxfhcoh04cgfqwhqeqyvtiu04
0oYlOBun8UI,Coca cola please release a full version of the song plus plus plusï»¿,3 months ago,EPIC FACE,z125dbzh3mvej5lxb04cej5oczznfpr41bs
0oYlOBun8UI,Who sang thisï»¿,3 months ago,EPIC FACE,z12ssbv4fz24i1f3e22nth2bzwuxht0dy
0oYlOBun8UI,que tristeï»¿,3 months ago,SalomÃ© Machado,z12ozroowribwju4204cgfww3wykgf3ouco
0oYlOBun8UI,trueâù_âù__Ÿ˜ç_Ÿ’__Ÿ˜_ï»¿,3 months ago,pega zus,z130ytz4hpqlv12hb04chhlzorjdf1pxrao
0oYlOBun8UI,I don't know why but it reminds me of sasuke and itachiï»¿,3 months ago,00 7,z12scxorkkbzg5yyo04ccjfa1u3fxnwy3uw0k
0oYlOBun8UI,I cried and I want an older brother like himï»¿,3 months ago,Shafiq Ahmad,z13xxbszuyykevya304cgpvjismdsrhjpvw0k
0oYlOBun8UI,Saurez and Ronaldo when they were kids.ï»¿,3 months ago,Hamza Khaliq,z123xx4wwpvnhhrmv23xtlhrhteqyxgkw
0oYlOBun8UI,"This is Coca-Cola's best commercial. Both my younger brother and I love watching it when it comes on, because we associate with it so much. And, I may or may not get a little emotional while watching it. It would be awesome if Coca-Cola could release the full (softer version) of this song please.ï»¿",3 months ago (edited),007DarthMan,z130ilgrsnrwjjzta22eclhynlelyhz0a
0oYlOBun8UI,love this commercial!ï»¿,3 months ago,Penny Foster,z13djz04pw3tenfmg23cdbky2u2jyjk0y
0oYlOBun8UI,put it on tvï»¿,3 months ago,Dominic Triv,z13cgzjyxqantzjia04cibxhuqnscvzwsrk0k
0oYlOBun8UI,FavouriteÂ  commercial :) I have a brother too :)ï»¿,3 months ago,Mirgunc,z12ax1zzswa1z1jvl232xhtwewyrfz4st
0oYlOBun8UI,I wish my brother was like thatï»¿,3 months ago,EthoZ Games675,z12pvlmhhlzbv5ydr22kdj2zzzzbxtepr04
0oYlOBun8UI,Best video ï»¿,3 months ago,Bence ZÃ¡mbÃ_,z12ecrtrxonoszf2e22pftz5kvzbf1rpd04
0oYlOBun8UI,Bestï»¿,3 months ago,Bence ZÃ¡mbÃ_,z13gsndjiwfadlcl522pftz5kvzbf1rpd04
0oYlOBun8UI,Like this comment if u have a catï»¿,3 months ago,AAF Squad,z12cjt54vujie3wsj22difiqmwm2d544o04
0oYlOBun8UI,I love this commercial so muchï»¿,3 months ago,Beelzebub,z130u1ar3xufxv2ot04ccdj5utztvhpxtr00k
0oYlOBun8UI,me fez chorarï»¿,3 months ago,Pedro Lucca Porto Rodrigues,z13kxva4cyjrfj1zz04ccpb4eojotjpbjss0k
0oYlOBun8UI,any more videos liek this?ï»¿,3 months ago,Zachary Maneja (BeyondOurUniverse),z12odt3whobwhff1322uetw5rvafxlbtv
0oYlOBun8UI,WHO IS THE OLDER BROTHER HE'S SO BEAUTIFULï»¿,3 months ago,ludgate dwyer,z12ucnbrlkyycfw5104cejfoczbfsfmyors0k
0oYlOBun8UI,"like no joke,  I pick on my little brother and do the same things and he hates me 4 it_Ÿ˜‚ but I will be the first one to stand up for him and help himï»¿",3 months ago,William White,z13asrig4qaqxdbuf23benepptepgv2r204
0oYlOBun8UI,0:55 is that you Noah Wyle?ï»¿,3 months ago,Jax Review,z12phpay1kuls3du022sgpc4js32h1tvc
0oYlOBun8UI,like like like like.......ï»¿,3 months ago,Lpsem KÄ±rgÄ±n Ã‡iÃ§ekler,z12ijf0gwwa3id21o23ww5s4ekiyjbkvx
0oYlOBun8UI,entre moi et mon frÃ¨reï»¿,3 months ago,julia milliards,z13kixwqjvqlyfap304chpxpcxu5ipbrkak
0oYlOBun8UI,wowï»¿,3 months ago,Lpsem KÄ±rgÄ±n Ã‡iÃ§ekler,z12nitzgxza0h14rf04cjnkr0le1vtwy3jo
0oYlOBun8UI,i love this video LIKEï»¿,3 months ago,Venyige Adam,z13cchc5rtqlvbszd04chd2hexmpu1giqs40k
0oYlOBun8UI,i adore this add!!!! watched it 10 times + and still makes me smile! ... but i prefer Pepsi _Ÿ˜œï»¿,3 months ago,Random me,z121cxkwyrfvznhny23we5doyzmzuj4ej
0oYlOBun8UI,â™¡â™¡â™¡kiff loveï»¿,3 months ago,julia milliards,z13riluavqvzu5uzs04chpxpcxu5ipbrkak
0oYlOBun8UI,big brother looks remind me of Tom Cruise and Matt Dillion back in the days**ï»¿,3 months ago,angelina delila,z12atxxxjtn5edw0v22ytfzarqyiibwrm04
0oYlOBun8UI,I love this commercial...as a matter of fact I love the older brother...he is like a young Tom cruise!!!   And they actually do look like brothers for real?  The little one is cute as well.  But we need to see more of this guy as big brother....I think he is a star....let's get him in the movies or a show Coke-a-Cola!!!!!ï»¿,3 months ago,angelina delila,z135j5iaequnilmc222ytfzarqyiibwrm04
