video_id,comment_text,comment_date,comment_author,comment_id
0oYlOBun8UI,me and brothers are always like this but one time when a guy push my lunch of the table he had my back :) ï»¿,5 months ago,Harambe,z135xbijjlfrw3awa04ccjzjdqriv1k5v2k
0oYlOBun8UI,omg this video is so cuteï»¿,5 months ago,Madeleine Gummybear,z12tup2wpwbsefybo04cevqyavylwxhgwkc0k
0oYlOBun8UI,Made me cry_Ÿ˜¢ï»¿,5 months ago,Drone Striker,z13zetopqqaruz52x23aczfxfui0gbz3b
0oYlOBun8UI,the song is Avicii - Hey brother :)ï»¿,5 months ago,DJSantix,z12yixfwyxzgurrqt04cjla4wrmlzjsis3s
0oYlOBun8UI,"That's the definition of a brother, they will mess with you, but will have your back no matter what!!!!ï»¿",5 months ago,Cal Westland,z135gfk4tobzhllxm04cebtotzmoifrrxzc0k
0oYlOBun8UI,The older brother looks like iijerichoiiï»¿,5 months ago,brandon wong,z12bzpkyvr33er14j04ccxlpova5erxasjs
0oYlOBun8UI,nice vid..ï»¿,5 months ago,Haziq Yousuf,z13hy555zrixgf5nc23ovrw5vvvtcbyec
0oYlOBun8UI,Me and my younger sister are fighting ALL the time and when I saw this I was crying not cause I was sorry for my sis just this was sad.ï»¿,5 months ago,Anja Perovic,z13owv5wgr3szflwv04cg1ebboz3v5hyac4
0oYlOBun8UI,"Coke, I see that you've replied to a few other people saying you're not planning on releasing a full version of this song. Is there anyway we could convince you otherwise? Get a crowd fund together? Something along those lines?ï»¿",5 months ago,Jack Schofield,z13mft4i1mqhu3e3j22sgpbwelneh10id04
0oYlOBun8UI,I LUV ITï»¿,5 months ago,"ABOA plays nebulous,mcpe,rebellious",z12dxdqjrmfvtrefw231it0hdl3cyxm3d
0oYlOBun8UI,the little brother was SOOOOOOO CUTTTEEEE!!!!!!ï»¿,5 months ago,purplelove12 MSP,z13rdtjyqyuoxphy404cehkjnnupelnzygc
0oYlOBun8UI,IKR!!!ï»¿,4 months ago,Panic! At the Phandom,z13rdtjyqyuoxphy404cehkjnnupelnzygc.1463110295207294
0oYlOBun8UI,Yass ;**ï»¿,2 months ago,Uni corn,z13rdtjyqyuoxphy404cehkjnnupelnzygc.1469547256521615
0oYlOBun8UI,i want the brother wechat idï»¿,5 months ago,Kalimal Mal,z12oerjx4lqpiv4g104ce3nhlqbaibshfig
0oYlOBun8UI,I literally came here just to give a thumbs up as this appeared on the SuperCarlinBrothers yt channel and thought that it was oddly suited.ï»¿,5 months ago,Akiha Amber,z12ij5uhsu2ih3veq22jjhcxnqy3zhngf04
0oYlOBun8UI,Love this commercial!ï»¿,5 months ago,Kuelade,z13zjxh5fljsznbr304cdfnooqmixtyqfrk0k
0oYlOBun8UI,this commercial... is so awesome...ï»¿,5 months ago,Bedava OyuncuTM,z13fcbjb2nmhjnieo231u1q5wlaktldch
0oYlOBun8UI,What is the name of the elder Brother in the ad?Who is he really? +Coca-Colaï»¿,5 months ago,Bayan Kravat,z13guvlakor4hlegm04cdn5oetq2jd5bb0g
0oYlOBun8UI,This model in the role of wondering whether anyone else.ï»¿,5 months ago,ì‚¬ë_‘ì§€ë_€ìù´ì”_,z12uwpwimnjcdn4mf22pifupfz3wdbv5h04
0oYlOBun8UI,let's have an internet campaign to make Coca-Cola release the full version of this ! Who's with me ?ï»¿,5 months ago,Kawtar Zahir,z12zitw5wtzyur31j23njh0qdnrvcxjsr
0oYlOBun8UI,why am i crying T^Tï»¿,5 months ago,Your Mom,z12xv3tphqvfezkgk04ccviqgya5tfzwywc0k
0oYlOBun8UI,can I find this song in YouTubeï_Ÿï»¿,5 months ago,leeseng boon,z13psbvyisjeidlur23nt5mpdozqdbe4404
0oYlOBun8UI,+leeseng boon This is our exclusive version of â€œHey Brotherâ€ù by Conrad Sewell. Glad you like it! Unfortunately a full version is not planned at this time.ï»¿,5 months ago,Coca-Cola,z13psbvyisjeidlur23nt5mpdozqdbe4404.1462218506631064
0oYlOBun8UI,"+Coca-Cola oh I see,thanks a lotï»¿",5 months ago,leeseng boon,z13psbvyisjeidlur23nt5mpdozqdbe4404.1462228587202906
0oYlOBun8UI,+Coca-Cola hopfully it's soon i love the cover of the song wonderful jobï»¿,5 months ago,XXRedDragon65xX,z13psbvyisjeidlur23nt5mpdozqdbe4404.1462280223891517
0oYlOBun8UI,"+Coca-Cola we want the full cover, I love this song especially this coca Cola cover.ï»¿",5 months ago,Crixforever,z13psbvyisjeidlur23nt5mpdozqdbe4404.1462311684456817
0oYlOBun8UI,the older brother (antonio hidalgi) is SO ATTRACTIVE I DREAM ABOUT HIM SHUT UP HAHAHAHAHAï»¿,5 months ago,Mariana Kucerija,z13cuf5wenzeebsme22psrdadqjpg3w1s
0oYlOBun8UI,Excelenteï»¿,5 months ago,jorge salazar,z12aitlraprkeb3bw04cfzahly2gihbplzg0k
0oYlOBun8UI,yes mi bradÄƒrï»¿,5 months ago,daniel alecu,z12rinoqwr23yz4hq04ch1vjovq4zlfgzdo
0oYlOBun8UI,a funny brotherï»¿,5 months ago,Yap Benjamin,z12ahh2wpr2auzrqo04cg3ro0xyehjijfu40k
0oYlOBun8UI,I'll buy coca cola for the rest of my life and nothing else if u make a part two of this video?ï»¿,5 months ago,gloria mass,z13iw5lzeoivh5vsd23dtn042nqjx53ht04
0oYlOBun8UI,tell me the names of the brothersï»¿,5 months ago,Shumaila Amir,z12bvvjq3ratg1cwu04cdplqvwytvxcg1tg0k
0oYlOBun8UI,Cuteï»¿,5 months ago,Michal michal,z13fh1bbmsrdz1dvx22ehpjhqq22hrhgc04
0oYlOBun8UI,Que video mas bonito =)ï»¿,5 months ago,ElJoseph 13,z12mfhcawkjvglq4z04ci3pgqzrqg5qxgjk
0oYlOBun8UI,What is the name of the ad's BGM?ï»¿,5 months ago,Soukie Zhang,z122u3txryvehd1o504ci1vhptevch5wmuk0k
0oYlOBun8UI,"+Soukie Zhang This is our exclusive version of ""Hey Brother"" by Conrad Sewell. Hope you enjoyed it!ï»¿",5 months ago,Coca-Cola,z122u3txryvehd1o504ci1vhptevch5wmuk0k.1462218376203829
0oYlOBun8UI,perfect!ï»¿,5 months ago,Nihan YÄ±lmaz,z121hzrwote0cnoqb04cifboymn0in243ms0k
0oYlOBun8UI,from turkeyï»¿,5 months ago,Ä°dil Peri,z12qinlx3peow15r504ci15jqrm4tvebjd0
0oYlOBun8UI,FULL COVER SONG PLEASEEE!!!ï»¿,5 months ago,Moses Mesakh,z13fudhyoynwz3q3o23ncxxxwmj0w3q4v04
0oYlOBun8UI,"+Moses Mesakh This is our exclusive version of ""Hey Brother"" by Conrad Sewell. Glad you like it! Unfortunately a full version is not planned at this time.ï»¿",5 months ago,Coca-Cola,z13fudhyoynwz3q3o23ncxxxwmj0w3q4v04.1462217741754404
0oYlOBun8UI,+Coca-Cola Is this the same Conrad Sewell who sang Remind me? The voice sounds different.ï»¿,5 months ago,Ranul Ranepura,z13fudhyoynwz3q3o23ncxxxwmj0w3q4v04.1462363563347863
0oYlOBun8UI,+Coca-Cola there's so much demand for it. Release it!!!ï»¿,4 months ago,itsjussjerry,z13fudhyoynwz3q3o23ncxxxwmj0w3q4v04.1462855914659645
0oYlOBun8UI,best ad ever...ï»¿,5 months ago,Dion Julian,z13nihfawtm1evp5b04ci3uhplf0v5kbtjg
0oYlOBun8UI,Yo quiero saber como se llama la canciÃ_n de el comercial en donde salen los novios que pelean y eso.ï»¿,5 months ago,Andrea Delgadillo Moreno,z12rexngdsy5wlect23lzfg53ke2ilyj204
0oYlOBun8UI,Who sings this song oh and I love the ad this on I never skipï»¿,5 months ago,Emily cobb,z12qxnoyqyiyd3oop04cgzzoyqrwirbijsk0k
0oYlOBun8UI,shake the hates offï»¿,5 months ago,Master Le,z13yflex3xf4zzfu422nzrew4uj3gbyk5
0oYlOBun8UI,"Quien canta  este cover de ""hey brother""? SerÃ¡ posible escucharla toda?ï»¿",5 months ago,Ivan Lugo Laguado,z13kwfggayf3j1gxy04cehcglty5w3thq4s
0oYlOBun8UI,suarez y cristianoï»¿,5 months ago,Oscar Vargas,z130szuyauiwepolf22eezk5gzbyzfott
0oYlOBun8UI,What a nice clipï»¿,5 months ago,SerotexTV,z13kyrhi2ye5wzdsl223urwr0miczn0wr04
0oYlOBun8UI,+SerotexTV Likeï»¿,5 months ago,SerotexTV,z13kyrhi2ye5wzdsl223urwr0miczn0wr04.1461933217145347
0oYlOBun8UI,song? pleaseï»¿,5 months ago,Hugo Hernandez,z12rhnk4asfqfnkkt22pxfmaumvoslf4l04
0oYlOBun8UI,When This cover on youtube or where can I download be available ' d love to hear full  âù_âù_ï»¿,5 months ago,Fernanda Lo,z125hh2zboaadlht0231d30bnn3ddpu0g
0oYlOBun8UI,first big brother mean then he save his little brother just like in real life only not in my life my brothers wish i was never born :(ï»¿,5 months ago,ROCKET RIDGE,z12nvj0awzjzdbaof04cflnglpqxibwjjwc0k
0oYlOBun8UI,pls just reply me if you gat a cool opinion.  or any coca cola official that can assistï»¿,5 months ago,Thelma Ben-Edo,z13hivzqvmupszalo22ngz3wpsekz3ron04
0oYlOBun8UI,"pls, can someone pls help me out ? i gat some questions, 1. what  information is coca cola trying to pass by this advert ? 2. we all know  the advert has a purpose, aim and target and cocacola tends to make you  buy or patronize them than ever, so should we say they mean COCA COLA  gat your back ? or COCA COLA loves you or what ?    SOMEONE HELP ME  OUT!! Need replies.  not a CRITIQUE.ï»¿",5 months ago,Thelma Ben-Edo,z12jj1vbtsvhxrz4104cehnwjmr1e3wiymg0k
0oYlOBun8UI,"+Thelma Ben-Edo Hi Thelma. ""Brotherly Love"" captures the unique relationship between brothers, a universal story of love and conflict. Ultimately the younger brother finds himself without his Coca-Cola. The older brother comes to his rescue and they enjoy a special moment together. The spot features a new version of the hit song ""Hey Brother"" by Avicii.ï»¿",5 months ago,Coca-Cola,z12jj1vbtsvhxrz4104cehnwjmr1e3wiymg0k.1461872122456735
0oYlOBun8UI,"+Coca-Cola   i love that but am so sorry for this questionings truly its like an assignment in skul cause its a loved advert      the question was like    relate that advert to coca cola    what do they want you to see, i. that they are like that brother that you think isnt there for you but gat ur back or what are they trying to sayï»¿",5 months ago,Thelma Ben-Edo,z12jj1vbtsvhxrz4104cehnwjmr1e3wiymg0k.1461913472624770
0oYlOBun8UI,+Coca-Cola pls sir/ma  done research on it but not yet clearedï»¿,5 months ago,Thelma Ben-Edo,z12jj1vbtsvhxrz4104cehnwjmr1e3wiymg0k.1461913542832190
0oYlOBun8UI,"+Thelma Ben-Edo Hey there. You already have Coca Cola replying to your comment, take a screenshot and use it in your assignment, then interpret the video on your own with that information. It's a serious advantage that you got the company to respond to you, i'd love to have this kinda advantage when i do my own assignments.  Just to help you out a bit, you could start by saying something like ""Coca Cola responded to a comment i posted on Youtube explaining that _________. This could be telling of their intentions to relate their brand to feelings of security, nostalgia and brotherly love.""  Also, i'm sure your grader wouldn't penalise you as long as you provide some rational and critical insight. Questions and assignments like these have no right or wrong answers. Don't panic.   Hope it helps.   P.S. I'm just giving my personal opinion, i don't represent Coca Cola when i gave the example above.ï»¿",5 months ago,BadzLIGHTNING,z12jj1vbtsvhxrz4104cehnwjmr1e3wiymg0k.1461966731952053
0oYlOBun8UI,+Thelma Ben-Edo They just dont want people's money... they want people's heart...ï»¿,5 months ago,Shumaila Amir,z12jj1vbtsvhxrz4104cehnwjmr1e3wiymg0k.1462032918380192
0oYlOBun8UI,+BadzLIGHTNING I'm surprised they even responded to her mateï»¿,5 months ago,Junior Udo-Okon,z12jj1vbtsvhxrz4104cehnwjmr1e3wiymg0k.1462225958854927
0oYlOBun8UI,"after weeks of searching, i still can't find this version of the song...ï»¿",5 months ago,Tidus Shimizu,z123dhsaxuaddpde122qurmhty25cljfg
0oYlOBun8UI,Nice:*( Niceï»¿,5 months ago,Dumitru Dragos,z13wfrpwkl2czr22i23vtxlxcnjqwdswp04
0oYlOBun8UI,"anyone knows, who sing for this Hey Brother cover??ï»¿",5 months ago,Zaff Solehah,z12dcpebbtbtsdgsb23fvr1pzqnxthux404
0oYlOBun8UI,lan tam versiyony yokmu amk koka kolasÄ±ï»¿,5 months ago,hayvan gibi videolar,z12osxvp4vfuwpckn23hdxnzlseudddoz04
0oYlOBun8UI,"Quieren decir con este spot que estÃ¡n a favor del bullying entre hermanos? contradiciÃ©ndose con la campaÃ±a anterior ""Derribemos los prejuicios""ï»¿",5 months ago,Marcela Maldonado,z12uw1rh4xuxcjark04celkyezyhzzrw0ss0k
0oYlOBun8UI,que dindoï»¿,5 months ago,Yulian sofia Aguirre,z13yf5lphzzzgn5pq04ccbfxotmwgphge4g
0oYlOBun8UI,This is sodapressing.      :Dï»¿,5 months ago,Epic Slender,z13csj0qwojnydsvd22hct4rzq34cjksv
0oYlOBun8UI,+thepinkpotatoÂ I like your profile picture a waffle lot :Dï»¿,5 months ago,Epic Slender,z13csj0qwojnydsvd22hct4rzq34cjksv.1461805454161378
0oYlOBun8UI,best video ever!!!_Ÿ‘è_Ÿ‘è_Ÿ‘è_Ÿ‘è_Ÿ‘è_Ÿ‘è_Ÿ‘è_Ÿ‘è_Ÿ‘è_Ÿ‘ç_Ÿ‘ç_Ÿ‘çï»¿,5 months ago,x_bozz_gamez 26,z13ldl15mlqyipnzm04cdd050tqsstezxhw
0oYlOBun8UI,1. Why that cringy face at 0:27? 2. The younger bro. didn't choke. Why wipes his nose then?ï»¿,5 months ago,Wesley Chan,z12scbyrtlrivbhei220xhk5hnzgdbzck
0oYlOBun8UI,I have 13 age and I cryï»¿,5 months ago,huse romania,z13jwdzbukv0jzjx204cijy5dxbwun1wghc
0oYlOBun8UI,_Ÿ˜¢just _Ÿ˜¢ï»¿,5 months ago,huse romania,z12uhlcppojydnccb23nzlejdzaosj33e
0oYlOBun8UI,Who sings this cover ?ï»¿,5 months ago,Marc Bianca,z12gwrugpvrwufnmo23mszxzqrqydng1r
0oYlOBun8UI,which country is that??????????ï»¿,5 months ago,arham hussain,z13ezxeouzbbyfe3n23eif2wjkeuc53o304
0oYlOBun8UI,That last smile though :')ï»¿,5 months ago,Suvijith S,z13nc5vjiqfujzbzw04cibipgnusdzor5hk
0oYlOBun8UI,TÃ_rkler burdamÄ±???ï»¿,5 months ago,The Korumalar DFS,z13cjxuq0yuje50ur22esfbinqmnflo2j
0oYlOBun8UI,superï»¿,5 months ago,Queen Elizabeth,z125cjwavwjtety1e23av3krsz2rfp4xu04
0oYlOBun8UI,"i subscribed the channel, just in case you post the full version of the songï»¿",5 months ago,Eurovision Macedonia,z13uh3vhgwvtitrnx23pihgbgtjein2ov04
0oYlOBun8UI,You've made most beautiful comercial ever.. And alao made my days wonderfull by watching this..made my tear's on :( good job coca cola and if there is a full version of this song please do not hesitate to share.. Thank's a lotï»¿,5 months ago,Me double o seven,z13ejjcgbl2bzt3uq22btnj5qlawwhtbv04
0oYlOBun8UI,I am so lonelyï»¿,5 months ago,Daniel Wayne,z131vtm5exnysmgkknjttrma0xygfnbc1
0oYlOBun8UI,como se llama la canciÃ_n por favor.....me encanta...ï»¿,5 months ago,teodora elsa CASTRO HUAMAN,z12kgxobppnrvbw2t22mdt1rzzi3ibrx104
0oYlOBun8UI,i love this add because my bro looks like his young bro  who is deadï»¿,5 months ago (edited),arham hussain,z12nwz55sknzt3m1l23eif2wjkeuc53o304
0oYlOBun8UI,:'Dï»¿,5 months ago,Dani :v,z13yjtkizobfzlgar04cctfxdsnre3sgkdk
0oYlOBun8UI,Where was this filmed looks niceï»¿,5 months ago,Kev San,z13vsrazjxeyh3x0b232sz1qzrzlcljuu
0oYlOBun8UI,Who knows what the brother's name?ï»¿,5 months ago,Funny Celebrity Moments,z13icdoaormtsbrdw23wjj1g1tboufugv04
0oYlOBun8UI,"antonio hidalgo, @antoniohidgï»¿",5 months ago,DAVOR TAMBOLAS,z13icdoaormtsbrdw23wjj1g1tboufugv04.1461716579784043
0oYlOBun8UI,Just make full version pleaseï»¿,5 months ago,Mladen DuriÄ‡,z12ifbsy0mujwpamq22cxbag1omjcvqr304
0oYlOBun8UI,The only ad I watched for more than 10 times just to hear the song.ï»¿,5 months ago,Dianna M.,z120vf5htzrzwldqi04cg5urpyr2xbrzhvk0k
0oYlOBun8UI,Good Video. Coca Cola.ï»¿,5 months ago,Zeljko Minic,z12ndxsbqvikut4hx04cfjtjfvz1ed4jsho
0oYlOBun8UI,need to Watch this over and overï»¿,5 months ago,gamer Game,z13mstj4plfywj2tm22nwp5ybqimhzhxj04
0oYlOBun8UI,the guy who takes the coke from the little brother at some point has a necklace. Then right in the next scene the necklace is missing to appear once again! Put some seriousness into your commercials Coca Cola!ï»¿,5 months ago,aloneandimmortal,z13pxbdqglvmtrvlv22tgrsjpm2iwtmlm
0oYlOBun8UI,the feels....!!!ï»¿,5 months ago,shanuu7,z12nujkocx34vvd3m22uwv0yjsvpynzwd04
0oYlOBun8UI,i want older brother !ï»¿,5 months ago,Yook!e Gaming XD,z12wxvur5p3itdmxg04cjd5qsuinhxfxljo
0oYlOBun8UI,This ad makes me happyï»¿,5 months ago,Jorge Mango,z120zdxgjzvgid2i304cdx4ofrmwyvebta0
0oYlOBun8UI,shouldn't adam be in hell right nowï»¿,5 months ago,Oscar Marquez,z12azpdwszzcc3dir04cejewjpyrezawmos0k
0oYlOBun8UI,SPN fandom will unferstandï»¿,5 months ago,Oscar Marquez,z12azpdwszzcc3dir04cejewjpyrezawmos0k.1461375744172459
0oYlOBun8UI,Great jobï»¿,5 months ago,Hilal Ã‡am,z13kj1bg4taet5zma23zzxv4ntm4c5dvc
0oYlOBun8UI,uno de los mejores!!!!+Ã§ï»¿,5 months ago,Ricardo Cadete,z13udrd4xoe2sh4hp04cirnpuzqhjpnj1wk0k
0oYlOBun8UI,I'm soooo in love with this cover... <3 Is there any place on the internet I can listen to a full version?ï»¿,5 months ago,Ramune,z13usvrajxakwf2he04ccdxxouznw5egq5c
0oYlOBun8UI,I don't like fizy drinks bcoz they remove calcium out of the body but I like this song so much.ï»¿,5 months ago,lion999,z12yelsoyujohjomu22hjzdo5wuyvxz0r
0oYlOBun8UI,:(ï»¿,5 months ago,Vlad,z123unkxylm5dhhm3221el34pyyielv5w04
0oYlOBun8UI,"the VOICE , oh my god this man is killing me with his voiceï»¿",5 months ago,zibuyile Lukhozi,z12audizgzyrjfohe04cepcwgof1unlhk0w
0oYlOBun8UI,Who is younger bro?ï»¿,5 months ago,Sedny Nara,z13hgvujnzejet14k04ch14bjm35ixtpe20
0oYlOBun8UI,_Ÿ˜© i want to full version of cover who made it pls tell meï»¿,5 months ago,Onur Deniz,z13qz5rhexj4cttec22jch2anoq2vl31f
0oYlOBun8UI,"amazing heart touching commercial,loved it ..ï»¿",5 months ago,fahad,z13phjcw1sa1clnbo04cer0btrayzndalek
0oYlOBun8UI,"+Fahad yea its a beautiful commercial, i love it tooï»¿",5 months ago (edited),Pero Cigla,z13phjcw1sa1clnbo04cer0btrayzndalek.1461795310584178
0oYlOBun8UI,I'VE NEVER REPEATED ANYTHING SO MUCH LIKE THIS!!!!!!!!ï»¿,5 months ago,Julie Sokha,z13sdbwhes2ctn1pf04cjr25pknnilzrt4g
0oYlOBun8UI,Cameron Dallasï»¿,5 months ago,Nataly Landeo,z12xuf351treeho2e23mz3kxmxu2jvtp304
0oYlOBun8UI,sin duda cocacola saca siempre los mejores comercialesï»¿,5 months ago,Juan Baldovino,z12vt1e5tzukxvg1t22wvpex3uf2dzdak04
0oYlOBun8UI,Simplemente me encantaï»¿,5 months ago,El JoDa,z121wzjyitedxvjfu231zzeypoehstzly
0oYlOBun8UI,_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜çï»¿,5 months ago,_wiyinkaaa_ sweet,z12yez0zbliasb2hj04cgx1yer32shai0pw0k
0oYlOBun8UI,i need this song versionï»¿,5 months ago,Kian Degenaar,z13wiliqyx24hf2ci23pvpph0unmz3eum
0oYlOBun8UI,please I want the full version of this coverï»¿,5 months ago,Imane Styles,z13bdrgiszy2hjmil04civti0v32dnoidus0k
0oYlOBun8UI,baÄŸÄ±mlÄ±lÄ±k yaratdÄ± vallah_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ‘çï»¿,5 months ago,Hatice KÄ±lÄ±Ã§,z12pt5lanlrecpwil04cgvqrsqjpyfxgvho
0oYlOBun8UI,Brat je u pocetku stvarno los ali dopada mi se sto je malog posle spasao.ï»¿,5 months ago,Nenad Markovix,z12owh2olobcuja4v04cfpih0vy1sdz5kic
0oYlOBun8UI,_Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜__Ÿ‘¬ï»¿,5 months ago,Axer Gamer,z120cvryimzsypyy504cfflbftfrvd3gir40k
0oYlOBun8UI,adini bilen varmiï»¿,5 months ago,sema Ã§iÃ§ek,z12txntabre0unyhq04cddlgzx2ltjgrv44
0oYlOBun8UI,:) q lindoï»¿,5 months ago,Cris XO,z130spdyetq2sv0c522hvlkwso3pzjfyk04
0oYlOBun8UI,que lindo comercial :)ï»¿,5 months ago,Yoshie Ch. C,z132tj2hjvbwszlin04cfhviunypv5lb3xk0k
0oYlOBun8UI,What is the name of the elder brother from this video?ï»¿,5 months ago,Lara,z13sgbuauoi1evcno225zlujryaavd3d3
0oYlOBun8UI,Antonio Hidalgoï»¿,5 months ago,Lee Aaron,z13sgbuauoi1evcno225zlujryaavd3d3.1461594564998968
0oYlOBun8UI,where can I find the full version of this song? :)ï»¿,5 months ago,Dara Kalateh,z13wj52ahlqgwb4di23dd5j4hln4sd3cj
0oYlOBun8UI,"+Dara Kalateh Hey Dara. This is our exclusive version of ""Hey Brother"" by Conrad Sewell. Hope you enjoyed it!ï»¿",5 months ago,Coca-Cola,z13wj52ahlqgwb4di23dd5j4hln4sd3cj.1461182050170586
0oYlOBun8UI,"+Coca-Cola I did, can I find it on Spotify?ï»¿",5 months ago,Dara Kalateh,z13wj52ahlqgwb4di23dd5j4hln4sd3cj.1461182313131853
0oYlOBun8UI,love this.... and the older brother. lolï»¿,5 months ago,neralyn paloyo,z13xst3apq3xzpwxe04cifm4muacc3vgpqk0k
0oYlOBun8UI,"Love the song! The video reminds me of my little brother, as i lost a few years ago in a crash, we used to laugh with each other, and I often saved him from the bad guys_Ÿ˜¢âù_ï¸èï»¿",5 months ago,Cookie Monster,z134czhz4syhi1lxt04cixmhkojvszng03o
0oYlOBun8UI,MMMH full version please please :)ï»¿,5 months ago,Cheesemonster 09,z13agj5yhqemxbxzd04cdzdo0kmlgz1blgs
0oYlOBun8UI,"I love the urdu version of this song ""Oh Bhai""ï»¿",5 months ago (edited),Camera Focuses,z12iiv3hqzvjz35w304cgzphilrxyjgh0a4
0oYlOBun8UI,_Ÿ˜¢ lump in my throat. Thanks Coke for never letting me down. _Ÿ™Œ_Ÿè»_Ÿ™Œ_Ÿè»_Ÿ™Œ_Ÿè» best commercial everï»¿,5 months ago,Brie Boo,z12thno4wx2ryxzxm04ce1iwwzm4h53w4o00k
0oYlOBun8UI,MMMM I'M THRSTYï»¿,5 months ago,Tristan Vrhar,z13bdpfrcre3zv2er22yjlprnlzgcl3gg04
0oYlOBun8UI,_Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜_ï»¿,5 months ago,Sara R,z124yfmb4my4w1lbh04cf5xg1t3geppqmm40k
0oYlOBun8UI,this is so cute:)ï»¿,5 months ago,Lgr Mutic,z12pvfwb1uqjfbdio04cdxtxgri4yd0jbl00k
0oYlOBun8UI,The best videoï»¿,5 months ago,Ultra GameS,z12xxhkoolqdfruuu23wd1sbnpmvsfi32
0oYlOBun8UI,The bst ad EVER!!  WAITING for my brother on Sep he will b my 1st brother _Ÿ˜__Ÿ˜_âù_âù_  at last after 24 years _Ÿ˜´âù_âù_ï»¿,5 months ago,Sameer Baloch,z13rwps55viywlznj22ittfbowy3ttmdv
0oYlOBun8UI,It's mini Luis Suarezï»¿,5 months ago,Jay Eufora,z131gx04jqfugxfpe04cjpf4lrjaxj3r1dg
0oYlOBun8UI,Who is tall boy??ï»¿,5 months ago,Tamara Tomic,z12yxpboqljkgtqvo23ysdhj1p25y3y1j
0oYlOBun8UI,COMO SIEMPRE COCO COLA HACIENDO BUENOS COMERCIALES SOBRE TODO POR CADA CANCIÃ“N QUE ESCOJEN PARA LOS COMERCIALESï»¿,5 months ago,cleyber jose barco molina,z13mjvazotf4xd1z404cjzxaxuqpejczpak
0oYlOBun8UI,I love this ad. It makes me want to have boys and see them fight and then love each other haahï»¿,5 months ago,Morgan McMillan,z12tzhvjlrqjgxb4b04cc5szfyjvy3moezo0k
0oYlOBun8UI,the kid looks like Suarez from Barcelona lolï»¿,5 months ago,PeRogiTra,z12xg5thtoixird5a04ci3lywymksjohje4
0oYlOBun8UI,The only advertisement I'm never gonna skip...this is The Best _Ÿ™Œï»¿,5 months ago,ashi khan,z13zd3njllaegdxpl04cj3c5esn3hz2wvt40k
0oYlOBun8UI,Hola como estÃ¡n?  queremos saber con mi esposo quien es el cantante de la mÃºsica que suena en el comercial de hermanos de coca cola? gracias nos encanta. somos de Uruguayï»¿,5 months ago,Silvana Perez,z13oytip3sjrvtzw304cf1yxaxyvetuoqrg0k
0oYlOBun8UI,"I cried, seriously I didï»¿",5 months ago,Rueda Angie,z13gj1hyxmqrthrk522odnyzepqavrqwq04
0oYlOBun8UI,%30 Commerical %70 Songï»¿,5 months ago,Ã–mer Â_,z12ij5njwvbsuhygs04ccn2besfscbii0ek
0oYlOBun8UI,_Ÿ’–_Ÿ’–_Ÿ’–_Ÿ’–_Ÿ’–_Ÿ’__Ÿ’_ï»¿,5 months ago,vip maddy,z12izpvxxpyng1i5f04cjzzjezavf3t5k54
0oYlOBun8UI,"Hey Coca Cola, I just wanted to thank you for making such a nice product along with such a touching storyï»¿",5 months ago,kinza saleem,z131hvwobrrhdnuwy04cif3pvsytydkifvw0k
0oYlOBun8UI,Â¿como se llama ese chico alto ?ï»¿,5 months ago,Anahi  Calvo,z12bvjyqllzpwr2oi04cg3xogsm0tdjox54
0oYlOBun8UI,can someone please tell me  what are the names of the brothersï»¿,5 months ago,birthday cake,z132hpvznqqmvnh1n22xhbwpwpjnix02w
0oYlOBun8UI,This is so cute â™¥ï»¿,5 months ago,Toxiccc xx,z12lypyhizyqurgyv04ci3myhw3icpg4rls0k
0oYlOBun8UI,any one the name of elder brother ?ï»¿,5 months ago,Rubab Khan,z13hzp1oswjvwrxth223d5xokke0jdbst
0oYlOBun8UI,Can someone make a parody with Itachi and Sasuke? :vï»¿,5 months ago,Vane,z13tfdarclfkxrp3d225cxdxfwepvt311
0oYlOBun8UI,I cried soooooooo much.ï»¿,5 months ago,Avianna Deonarine,z13ufpx4gz2jy35go04cc3eivqfjjr1azlc0k
0oYlOBun8UI,"im a advertising student, like the other 99% avertising students, Coca cola inspire us, i love the adds, but dont know why, this one is my favorite.ï»¿",5 months ago,monorxHD,z12js1fwwsjby3f1j23uup35fvuntzk0h
0oYlOBun8UI,"Hey brother There's an endless road to rediscover Hey brother Know the water's sweet  But blood is thicker Oh, if the sky comes falling down  For you there's nothing in this world  I wouldn't do  What if I'm far from home? Oh brother, I will hear you call What if I lose it all? Oh sister, I will help you out Oh, if the sky comes falling down For you there's nothing in this world I wouldn't doï»¿",5 months ago,Andres Ruiz,z13rwvupbkj2f5ukq22turip5sbtw3qe5
0oYlOBun8UI,i adore this versionï»¿,5 months ago,Eilen Becerra,z13vcz052r24vrqvp22xvzbreqfotbiwf04
0oYlOBun8UI,#obsessed <3ï»¿,5 months ago (edited),Ayeza Nasir,z13axxrj2umcvxsmk22zvv2jlqvafldcj
